Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status,Repay_Status_sum,Previous_Payment_Prior_sum,Statement_sum
4900,1,2,1,47,-1,10,99,-1,230,6,-1,46,114,0,0,116,0,70,46,-1,163,70,1,-4,519,451
7900,2,3,2,53,-1,48,31,0,103,79,-1,41,103,0,0,106,0,51,0,-1,0,51,0,-3,243,370
2500,2,2,2,29,0,136,2327,0,92,2385,0,48,2231,0,48,1127,0,60,1159,0,60,1085,0,0,444,10314
13700,2,3,1,39,0,280,7775,0,360,7326,0,360,7166,0,280,6820,0,240,6335,0,216,6067,0,0,1736,41489
8100,2,3,1,57,2,366,6361,2,194,6508,3,120,6526,2,320,6476,2,280,6632,2,120,6784,0,13,1400,39287
6300,2,1,2,33,0,240,6434,0,289,6142,0,200,6315,0,200,5748,0,236,5375,0,200,5522,0,0,1365,35536
10500,1,1,2,38,0,424,9955,0,388,9950,0,237,9816,0,225,6785,0,219,6604,0,219,6046,0,0,1712,49156
3700,1,1,2,25,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
8000,1,1,1,50,-1,32,55,-1,9,21,-1,52,9,-1,114,52,-1,0,114,-1,25,0,1,-6,232,251
4000,1,1,2,29,0,120,1087,0,40,1176,2,0,1176,2,40,1156,-1,40,4,-1,40,38,0,2,280,4637
4300,1,2,2,49,0,56,1028,0,60,1070,0,56,1115,0,40,1154,0,40,1182,0,30,1119,1,0,282,6668
14400,1,3,2,52,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-12,0,0
1100,2,1,2,29,0,200,1462,0,440,705,0,120,1050,0,80,1033,0,60,-7,-1,0,27,0,-1,900,4270
7900,2,1,1,41,-1,3264,4010,-1,4591,3264,-1,2807,4591,-1,2767,2807,-1,1775,2767,-1,1506,1775,0,-6,16710,19214
19100,1,1,1,45,0,102,2762,0,104,2820,0,105,2877,0,108,2934,0,112,2996,0,244,3058,0,0,775,17447
7900,1,2,2,24,-1,600,3543,0,1759,4079,0,206,5759,0,240,5868,0,601,5974,0,19,6485,0,-1,3425,31708
8700,2,1,2,26,0,200,2134,0,232,2241,-1,225,232,-1,922,225,-1,0,922,0,96,429,0,-3,1675,6183
2800,2,2,2,27,0,120,1435,0,120,1140,0,120,1136,0,120,903,0,60,974,0,40,1017,0,0,580,6605
12500,2,1,2,34,0,364,7698,0,282,7868,0,363,7568,0,448,7260,0,245,7066,0,214,6941,0,0,1916,44401
12500,2,1,2,26,0,248,5381,0,209,4605,0,208,4227,0,160,4092,0,200,3757,0,159,3507,0,0,1184,25569
1200,2,2,1,51,0,80,1076,0,60,1126,0,40,1153,0,40,1176,0,54,1048,0,40,1085,0,0,314,6664
16700,2,2,2,30,0,120,3289,0,120,2710,0,7,2141,0,4920,-333,-1,110,3872,0,88,3261,0,-1,5365,14940
2700,1,2,1,36,0,129,2819,0,198,2666,0,68,2786,0,200,1858,0,88,2027,0,69,2002,0,0,752,14158
8800,2,1,2,27,-2,32,0,-2,0,32,-2,220,0,-1,153,220,-1,618,153,-1,167,618,0,-9,1190,1023
4700,2,1,2,26,-2,13,13,-2,13,13,-2,13,13,-2,13,13,-2,13,13,-2,74,13,0,-12,139,78
900,1,3,2,45,0,60,720,0,56,723,0,50,740,0,26,761,0,80,761,0,19,699,0,0,291,4404
4000,2,2,2,30,0,720,1884,0,400,2432,0,105,2724,0,621,2574,-1,1645,621,0,80,2053,0,-1,3571,12288
6000,1,1,1,42,-2,426,271,-2,130,425,-2,0,130,-2,0,0,-2,43,0,-1,0,43,0,-11,599,869
7100,1,2,1,29,0,280,7249,0,321,7332,0,253,7357,0,257,7255,0,256,7196,0,240,6910,0,0,1607,43299
1100,2,2,1,53,2,148,281,2,0,417,2,48,405,0,16,446,0,40,455,0,0,487,1,6,252,2491
5900,2,2,1,34,0,321,5658,0,203,5816,2,240,5686,0,201,5498,0,201,5593,0,204,5453,0,2,1370,33704
4700,2,2,1,51,0,246,4740,0,179,4785,0,106,4089,0,55,3022,0,53,1901,0,60,1790,0,0,699,20327
7900,1,1,2,32,-1,138,264,-1,112,137,-1,2171,111,-1,280,2171,0,160,2413,0,240,2534,0,-4,3101,7630
8100,2,1,2,30,-2,0,-32,-2,32,-32,-2,0,-32,-2,0,-32,-2,2820,-32,-1,68,2788,1,-11,2920,2628
4000,2,1,2,29,0,200,3411,0,201,2611,0,1744,1323,-1,68,1744,0,60,1631,0,60,1518,0,-1,2333,12238
9200,2,2,1,27,0,280,4937,0,240,5115,0,240,5193,0,400,5331,0,1200,5593,0,122,2626,0,0,2482,28795
6500,2,1,1,47,0,159,4352,0,232,4439,0,177,4599,0,154,4637,0,165,4305,0,184,4400,0,0,1071,26732
16700,2,1,1,31,0,68,1819,0,56,1849,0,32,1249,0,34,911,0,0,904,0,324,887,0,0,514,7619
3200,1,3,1,40,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,248,0,-1,40,280,0,-8,288,280
1900,2,1,2,30,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
4500,1,2,2,39,0,160,3837,0,160,3933,0,140,4030,0,100,4100,0,92,3205,0,82,2776,0,0,734,21881
18400,2,1,1,55,-1,380,305,-1,741,379,-1,3235,740,-1,1815,3235,-1,2272,1815,-1,702,2272,0,-6,9145,8746
18000,1,1,1,54,-1,0,29,-1,17,0,-1,0,17,-1,0,0,-2,0,0,-2,246,0,0,-8,263,46
11200,2,1,2,29,-1,7,1200,-1,48,7,-1,12,48,-1,18,12,-1,34,18,-1,304,34,1,-6,423,1319
2100,1,2,2,32,0,56,962,0,47,699,0,80,732,0,48,805,0,0,529,2,24,499,0,2,255,4226
4300,1,1,2,27,0,140,2046,0,140,2152,0,140,2256,0,120,2334,0,120,2410,0,120,2489,0,0,780,13687
12400,2,2,1,23,0,264,7671,0,333,7418,0,281,7530,0,241,7495,0,240,7369,0,242,7342,0,0,1601,44825
300,2,3,1,43,-1,0,74,2,7,66,-1,81,7,-1,9,81,2,0,83,2,11,76,1,3,108,387
6300,2,1,2,30,0,228,6283,0,297,6230,0,170,6122,0,240,4913,0,200,4992,2,160,4670,1,2,1295,33210
8100,2,2,2,28,-2,236,16,-1,16,236,-1,16,16,-2,16,16,-2,16,16,-2,47,16,0,-10,347,316
2000,1,2,1,46,0,120,1549,0,80,1136,0,60,1153,0,44,1182,0,44,1164,0,48,1189,0,0,396,7373
14300,1,1,1,39,-2,0,120,-2,27,0,-2,0,27,-2,27,0,-2,286,27,-2,6,286,0,-12,346,460
12300,2,2,1,27,0,205,7288,0,150,6502,0,156,5636,0,88,4475,0,124,3150,0,121,3155,0,0,844,30206
9700,1,3,2,26,0,154,893,0,59,554,-1,424,57,-1,72,424,-2,61,72,-2,48,60,0,-6,818,2060
8000,2,2,2,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,10,0,1,-9,10,0
2000,2,3,2,35,0,120,2407,0,120,1920,0,200,2008,0,120,2018,0,40,1963,0,28,1366,0,0,628,11682
10500,2,2,1,44,-2,100,28,-2,0,100,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,100,128
12100,1,1,1,33,0,120,2647,0,140,2724,0,1202,2812,0,2000,3969,0,208,5688,0,200,5801,0,0,3870,23641
10700,2,1,2,36,0,72,668,0,60,716,0,64,765,0,33,814,0,40,825,0,40,649,0,0,309,4437
6500,1,2,2,28,-1,0,140,2,27,130,-1,0,27,-1,0,0,-2,27,0,-1,0,27,0,-4,54,324
7300,2,1,2,39,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,0,0
9700,1,2,1,36,0,342,9028,0,370,9156,0,343,9308,0,172,7493,0,205,5196,0,170,4947,0,0,1602,45128
13500,1,1,1,49,-2,26,68,-2,14,26,-2,12,14,-2,18,12,-2,12,18,-2,15,12,1,-12,97,150
6000,1,1,2,30,-2,41,40,-2,302,41,-2,48,302,-2,0,48,-2,0,0,-2,28,0,0,-12,419,431
10500,2,1,2,34,0,54,273,0,161,322,0,8,469,0,325,408,0,0,725,0,8,0,0,0,556,2197
3100,2,1,2,25,-1,61,40,-1,60,61,-1,165,46,-1,0,165,0,56,150,-1,65,56,0,-5,407,518
3100,2,2,1,47,0,200,3105,0,200,3228,0,200,1937,0,120,2096,0,80,934,0,120,984,0,0,920,12284
2700,2,2,2,34,0,64,573,0,60,615,0,40,653,0,80,682,0,0,751,2,40,733,0,2,284,4007
5700,1,2,2,36,1,340,3766,2,0,4009,2,152,3909,0,168,3960,0,170,4058,0,164,4154,0,5,994,23856
14300,2,2,2,27,0,362,10599,0,354,10283,0,400,10136,0,400,10382,0,3201,10606,0,600,13637,0,0,5317,65643
7100,2,2,2,31,-1,14,5,-1,12,14,-2,33,12,-2,19,33,-2,635,19,-2,14,635,0,-10,727,718
15300,1,1,2,32,-1,996,13,-1,113,996,-1,471,113,-1,936,471,-1,422,936,-1,1732,422,0,-6,4670,2951
2000,2,2,1,30,2,69,1759,0,154,1799,0,0,1924,2,68,1880,0,149,1918,0,80,2036,0,4,520,11316
1900,1,3,1,56,0,71,1490,0,79,1535,0,52,1584,0,68,781,0,0,821,2,28,788,0,2,298,6999
20000,2,2,1,53,0,702,23520,0,1460,11102,0,800,11553,0,1440,11272,0,800,10948,0,3201,10782,0,0,8403,79177
8500,2,1,1,52,-1,262,60,-1,472,262,-1,233,470,-1,161,232,-1,0,159,-1,0,0,0,-6,1128,1183
4100,2,1,2,30,-1,28,22,-1,28,28,-1,28,28,-1,34,28,-1,28,34,-1,74,28,1,-6,220,168
9100,2,1,2,41,-2,21,4,-2,5,21,-2,4,5,-2,33,4,-2,101,33,-2,0,101,0,-12,164,168
1600,1,1,2,28,0,80,1558,0,64,1562,0,63,980,0,100,606,0,60,629,0,1320,389,0,0,1687,5724
7300,2,2,1,35,0,200,860,0,0,1024,0,0,0,-2,1463,0,-1,62,1463,0,40,1494,0,-3,1765,4841
1200,2,3,1,39,-1,0,77,2,70,26,-1,0,70,-1,0,0,-2,0,0,-2,0,0,1,-5,70,173
3200,2,1,2,25,0,80,1478,0,72,1522,0,80,1557,0,80,1611,0,80,1664,0,120,1717,0,0,512,9549
800,1,2,1,26,0,80,609,0,132,666,0,0,775,2,108,751,2,0,834,3,20,810,0,7,340,4445
5100,2,2,1,47,-1,0,79,2,40,40,-1,40,40,-1,40,40,-1,45,40,-1,40,45,0,-3,205,284
300,1,2,2,23,-1,0,406,5,0,394,4,0,383,3,120,371,2,40,478,5,0,488,0,18,160,2520
5500,2,2,1,49,0,49,46,-1,43,49,-1,54,34,-1,45,54,-1,854,45,-1,54,854,0,-5,1099,1082
2100,1,2,2,49,0,80,798,0,80,774,0,80,794,0,40,812,0,40,718,0,40,690,0,0,360,4586
1100,1,2,1,38,0,80,1189,0,80,1217,0,60,1062,0,60,1091,0,60,1118,0,60,1138,0,0,400,6815
2400,1,2,1,39,0,85,2171,0,64,1982,0,56,1843,0,56,1597,0,63,1575,0,62,1592,0,0,386,10760
4700,2,2,1,23,2,120,700,0,120,760,0,0,832,2,38,731,0,80,725,0,82,656,1,4,440,4404
1200,2,2,2,29,0,44,449,0,56,473,0,0,210,0,0,16,0,0,0,-2,0,0,0,-2,100,1148
7900,1,1,1,38,-2,48,141,-2,79,48,-2,8,78,-2,41,0,-2,94,41,-2,100,94,0,-12,370,402
10500,2,2,2,35,-2,0,0,-2,100,0,-2,92,100,-2,17,92,-2,0,17,-2,26,0,0,-12,235,209
14300,1,1,2,32,1,0,0,-2,0,0,-2,29,0,-1,0,29,-1,52,0,-1,0,52,0,-6,81,81
11100,1,1,2,31,1,40,7660,2,304,7517,2,238,6769,0,240,6123,0,208,5340,0,205,5215,0,5,1235,38624
800,1,1,2,49,0,57,713,0,47,745,0,40,759,0,5,307,0,4,228,0,75,196,0,0,228,2948
2500,2,2,2,28,1,67,0,-1,33,67,-1,0,33,2,31,33,-1,16,31,-1,0,16,1,-1,147,180
900,1,2,2,23,1,12,683,2,52,672,2,52,702,0,61,730,0,0,779,2,74,760,1,7,251,4326
16300,1,3,2,37,-1,9,193,-1,91,9,-1,102,90,-1,107,102,-1,252,106,-1,0,251,0,-6,561,751
20000,2,1,1,37,-2,55,342,-2,629,27,-2,216,629,-2,1735,216,-2,0,1735,-2,0,0,1,-12,2635,2949
8900,2,1,1,33,0,401,7962,0,280,7286,0,300,5756,0,400,5882,0,400,6095,0,280,6385,0,0,2061,39366
20000,2,3,2,35,1,677,18355,-2,1504,673,-1,1272,1504,0,1225,2514,0,854,3208,0,427,820,0,-2,5959,27074
8400,1,1,2,30,2,15,47,-1,62,15,-1,0,62,0,31,31,-1,54,31,-1,812,54,0,-2,974,240
3200,2,2,2,26,0,140,2895,0,94,2945,0,81,2149,0,32,1280,0,8,802,0,7,8,0,0,362,10079
11700,2,1,2,28,0,56,415,0,60,227,0,103,285,0,82,322,0,81,161,0,0,242,0,0,382,1652
12100,1,1,1,37,-1,0,78,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-10,0,78
700,1,3,1,43,0,40,1056,0,40,1096,0,40,1136,0,24,1176,0,0,1200,0,0,0,0,0,144,5664
2100,2,2,2,32,2,72,1125,0,136,1178,0,0,1283,2,76,1250,2,80,1305,2,0,1359,1,8,364,7500
6400,1,2,2,30,0,23,287,0,0,23,-2,39,0,-2,0,39,-2,0,0,-2,0,0,0,-8,62,349
19300,2,2,1,45,-1,53,40,-1,0,53,-1,0,0,-2,177,0,-1,0,177,0,0,79,0,-6,230,349
15900,2,2,1,42,0,428,5264,0,0,5562,2,122,5073,0,120,4177,0,128,4200,0,112,3762,0,2,910,28038
15700,1,1,1,43,2,0,7408,2,240,7218,0,140,5255,0,200,5275,0,180,4607,0,120,3005,1,4,880,32768
2700,1,2,1,28,0,65,750,0,56,791,0,115,822,0,40,923,0,35,947,0,41,967,0,0,352,5200
2000,2,2,2,24,-1,0,24,-1,0,0,-2,2056,0,-1,453,2056,-1,40,453,0,40,486,0,-6,2589,3019
4800,2,1,2,29,2,17,17,-1,17,17,-1,17,17,-1,0,17,-1,33,0,-1,17,33,1,-3,101,101
7900,2,2,1,36,0,200,1102,0,41,695,0,0,396,0,360,0,-1,29,360,-1,400,29,0,-2,1030,2582
8400,2,1,1,32,1,0,-12,-2,62,-29,-1,45,17,-1,0,45,2,17,23,-1,17,17,0,-2,141,61
2100,1,2,2,26,-1,0,47,2,0,31,2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-3,0,78
7300,2,1,2,30,-1,720,418,-1,234,720,-1,459,193,-1,1985,402,-1,239,1971,-1,285,239,0,-6,3922,3943
10300,1,1,1,49,-2,301,16,-2,22,301,-2,43,22,-2,71,43,-2,0,71,-2,0,0,0,-12,437,453
7900,2,1,1,32,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
8900,2,1,2,28,-2,0,0,-2,4,0,-1,92,4,-1,123,88,-1,29,63,-2,9,-39,0,-9,257,116
4500,2,2,1,30,0,400,1094,0,0,694,0,0,0,-2,126,0,-1,0,126,2,1200,120,0,-1,1726,2034
2000,2,3,1,47,0,44,225,0,40,265,0,40,237,0,60,277,0,86,278,0,0,190,0,0,270,1472
6300,2,3,1,54,1,0,0,-2,145,0,-1,0,145,2,0,109,2,0,0,-2,0,0,0,0,145,254
2100,1,2,2,25,0,56,441,0,28,444,-1,47,28,-1,1361,47,-1,40,965,0,41,961,0,-3,1573,2886
8300,2,1,2,35,-1,162,203,-1,154,162,-1,158,154,-1,94,158,-1,71,94,-1,0,71,0,-6,639,842
2100,1,2,1,39,3,140,1350,2,0,1456,3,64,1421,2,0,1450,2,116,1415,2,0,1501,1,14,320,8593
19900,1,2,1,44,1,180,-39,-1,0,141,2,0,77,2,280,77,0,1,357,0,21,269,1,4,482,882
11300,1,2,1,42,0,313,6399,0,181,6568,0,170,4904,0,172,4761,0,168,4550,0,160,4601,0,0,1164,31783
14300,2,1,1,29,-1,541,147,-1,0,400,2,169,129,-1,245,169,-1,350,245,-1,253,350,0,-3,1558,1440
5500,2,2,2,25,1,0,1133,2,1,1099,2,3680,-45,-1,152,3622,0,144,3701,0,104,3355,0,4,4081,12865
1200,2,2,2,23,0,45,146,0,41,176,0,5,212,0,60,174,0,80,124,0,1,202,0,0,232,1034
6300,2,1,2,26,0,112,3042,0,120,2576,0,51,2101,0,36,1578,0,20,1060,0,11,532,0,0,350,10889
3900,2,1,2,23,1,0,2960,2,136,2889,0,136,2954,0,120,3017,0,140,3063,0,128,3148,1,3,660,18031
8400,2,2,2,26,0,400,7100,0,400,7198,0,400,6845,0,400,6648,0,400,5762,0,400,5293,0,0,2400,38846
24000,1,3,1,39,0,549,18384,0,530,14894,0,514,14125,0,448,13508,0,401,11902,0,400,10246,0,0,2842,83059
900,1,2,2,32,1,0,580,2,80,559,0,80,630,0,40,687,0,40,703,0,40,732,0,3,280,3891
8100,2,1,1,46,-1,0,26,-1,83,0,-1,143,83,-1,0,143,-1,69,0,-1,43,69,1,-6,338,321
800,2,1,2,23,0,51,619,0,52,660,0,25,700,0,28,714,0,40,731,0,64,759,0,0,260,4183
1200,1,2,2,24,0,60,197,0,80,152,0,80,156,0,16,88,0,0,88,0,20,57,1,0,256,738
1900,2,2,1,26,0,400,1022,0,80,1355,0,60,1338,0,120,1308,0,60,1348,2,0,1321,0,2,720,7692
10900,2,1,2,32,0,240,2744,0,81,2350,0,200,2136,0,200,2056,0,200,1447,0,120,1168,0,0,1041,11901
17900,2,1,1,35,-2,50,290,-2,0,50,-2,65,0,-2,0,65,-2,166,0,-2,444,166,0,-12,725,571
1900,1,2,1,57,0,109,1022,0,30,918,2,20,721,0,253,553,0,130,599,0,91,529,1,2,633,4342
12100,2,2,1,28,0,55,1225,0,40,585,0,1694,389,-1,0,1158,0,0,1064,0,7,727,0,-1,1796,5148
13300,2,2,1,58,1,61,0,-1,60,61,-1,0,60,-2,159,0,-1,347,159,-1,15,347,0,-5,642,627
2700,1,1,2,34,0,129,2554,0,67,2618,0,120,2607,0,6,2575,0,6,603,0,0,0,0,0,328,10957
10800,2,2,2,29,0,240,1555,0,80,1544,0,48,1114,0,13,871,0,80,657,0,330,220,0,0,791,5961
12000,2,3,1,37,0,160,1507,0,58,1630,2,0,1649,2,127,1611,2,0,1712,2,138,1678,0,8,483,9787
800,1,2,2,43,1,0,261,2,60,251,0,40,307,0,40,336,0,40,364,0,40,392,1,3,220,1911
2100,2,2,1,33,-2,13,0,-2,0,13,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,13,13
7500,2,1,2,47,-1,121,13,-1,24,121,-1,66,24,-1,12,66,-1,1580,12,-1,28,1580,0,-6,1831,1816
800,2,1,2,33,-2,11,11,-2,89,11,-2,54,89,-2,54,54,-2,180,54,-2,54,180,0,-12,442,399
1900,1,2,2,26,0,72,1923,0,74,1934,0,88,1960,0,80,1998,0,72,2019,0,82,2028,0,0,468,11862
18900,1,3,1,39,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,32,0,0,-9,32,0
1900,2,3,1,54,0,81,1928,0,66,1961,0,0,1523,0,416,0,-1,0,416,-1,0,0,0,-2,563,5828
9300,2,2,2,30,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-12,0,0
8500,1,2,1,48,-2,73,0,-2,31,73,-2,0,31,-2,0,0,-2,0,0,-2,0,0,0,-12,104,104
11600,2,2,1,48,0,404,10912,0,405,10451,0,284,9870,0,1209,8970,0,1609,9330,0,1608,9044,0,0,5519,58577
800,1,3,2,23,-2,0,829,-2,17,799,-1,814,17,-1,0,831,2,109,814,2,288,750,1,-2,1228,4040
20800,1,1,2,32,0,201,383,0,200,328,0,520,274,0,401,527,0,400,682,0,201,701,0,0,1923,2895
15300,2,1,1,31,0,530,14917,0,382,14163,0,244,13094,0,121,9901,0,136,5135,0,243,5153,0,0,1656,62363
900,1,2,2,28,5,0,867,4,0,842,3,0,818,2,36,788,2,0,805,2,0,794,0,18,36,4914
23900,1,1,1,53,2,680,18346,2,0,18686,2,720,18354,0,640,18788,0,640,17885,0,840,17639,1,6,3520,109698
6900,1,1,1,40,-1,0,422,-1,395,0,-1,0,395,0,0,390,0,9,3,-1,948,9,1,-4,1352,1219
9600,1,2,2,30,0,400,6045,0,400,6217,0,12,6197,0,40,5947,0,391,964,-1,721,391,0,-1,1964,25761
3100,2,1,2,28,1,0,195,2,40,139,0,20,170,0,40,162,0,0,142,2,40,9,0,5,140,817
900,2,1,1,22,0,52,474,0,58,450,0,20,499,0,20,421,0,320,372,0,40,684,0,0,510,2900
10500,2,1,1,38,0,123,680,0,1320,518,-1,80,1256,0,261,1050,-1,0,261,-1,213,0,0,-3,1997,3765
8100,1,1,2,31,0,200,3131,0,0,421,0,0,0,-2,0,0,-2,0,0,-2,114,0,0,-6,314,3552
5300,2,2,2,25,2,240,5221,0,208,5086,0,200,5051,0,140,5133,0,145,3857,0,157,3926,1,2,1090,28274
6500,1,2,2,28,-2,67,86,-2,109,67,-2,93,103,-2,92,93,-2,138,91,-2,105,138,0,-12,604,578
17600,1,1,2,50,2,600,16984,0,586,16726,0,580,16433,0,604,16146,0,2040,16490,0,1080,18251,1,2,5490,101030
5600,2,2,2,32,-1,0,34,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-10,0,34
12700,2,1,2,29,-2,468,176,-2,45,467,-2,78,45,-2,535,78,-2,0,532,-2,0,0,0,-12,1126,1298
5600,2,3,2,31,0,580,7101,0,0,6819,2,200,5969,0,320,5293,0,400,4899,0,379,2180,0,2,1879,32261
9600,2,2,1,30,-1,340,164,-1,220,284,-1,220,220,-1,220,220,-1,219,220,-1,220,219,0,-6,1439,1327
13300,2,2,1,41,1,894,-2,-1,236,892,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0,-7,1130,890
700,2,2,2,22,3,0,13,2,0,13,2,0,13,2,0,13,2,0,13,2,0,13,1,13,0,78
700,1,1,2,32,1,0,647,3,0,626,2,77,561,0,0,534,0,0,0,-2,0,0,1,4,77,2368
900,1,2,1,34,0,59,806,0,48,763,0,16,791,0,8,787,0,222,299,-1,0,92,1,-1,353,3538
20100,2,1,1,35,-2,520,520,-2,520,520,-2,520,520,-2,520,520,-2,520,520,-2,520,520,0,-12,3120,3120
8700,2,1,2,30,1,0,1160,2,14,937,-1,20,14,-1,0,8,0,520,8,-1,0,516,0,0,554,2643
2300,1,2,1,31,0,120,2345,0,1256,2382,0,120,2344,0,80,2377,0,80,1539,0,80,1581,0,0,1736,12568
3500,2,2,1,32,0,160,3056,0,320,3167,0,214,3396,2,148,3517,2,125,3602,2,0,3661,0,6,967,20399
2800,1,2,1,39,0,102,2726,0,104,2782,0,85,2839,0,69,2596,0,70,1942,0,86,1941,0,0,516,14826
4500,1,2,1,42,0,168,4329,0,172,4301,0,66,4339,0,47,2927,0,2424,2042,-1,200,2423,1,-1,3077,20361
700,1,2,2,24,0,114,568,0,0,660,2,94,637,2,0,721,2,40,697,0,36,720,1,6,284,4003
2000,2,2,2,24,1,35,0,-1,24,35,-1,148,24,-1,80,148,-1,292,80,-1,685,292,0,-4,1264,579
5500,2,3,2,45,0,200,5633,0,180,5275,0,200,4940,0,200,5058,0,420,5174,0,200,5502,0,0,1400,31582
11500,1,1,1,58,0,401,8880,0,340,9077,0,601,16628,0,400,9309,0,320,8818,0,305,8991,0,0,2367,61703
2000,1,3,2,39,0,71,1894,0,52,1798,0,33,1613,0,34,783,0,34,783,0,27,781,0,0,251,7652
3900,2,1,2,30,2,120,181,0,120,291,0,400,399,0,40,788,0,80,815,0,160,882,1,2,920,3356
700,1,2,1,24,0,62,578,0,106,618,0,57,702,0,24,693,0,20,685,0,40,694,0,0,309,3970
800,2,2,1,44,1,0,177,2,0,109,2,90,-8,-1,0,75,0,16,16,-1,69,16,1,3,175,385
8100,2,2,1,48,-1,66,33,-1,0,66,2,33,33,-1,33,33,-1,33,33,-1,33,33,0,-3,198,231
14100,2,1,1,41,0,120,616,0,240,713,0,240,940,0,321,1161,0,320,1449,0,320,1527,0,0,1561,6406
4800,2,2,2,22,3,0,50,2,0,50,2,0,50,5,0,50,5,0,50,4,0,26,0,21,0,276
3300,1,3,2,40,0,277,448,0,18,703,2,138,696,0,142,808,0,142,932,0,146,1056,0,2,863,4643
9100,2,2,2,38,0,200,2910,0,161,2930,0,200,2653,0,200,2651,0,211,2496,0,120,2460,0,0,1092,16100
3200,2,2,1,33,2,80,880,2,0,934,2,56,907,0,84,948,0,48,1016,2,0,1042,1,8,268,5727
2800,2,2,1,29,0,52,337,0,48,384,0,60,425,0,40,479,0,80,487,0,40,558,0,0,320,2670
10400,2,1,2,38,-1,58,310,-1,31,58,-1,32,31,-1,34,32,-1,493,34,-1,303,493,0,-6,951,958
11900,2,2,2,42,-2,80,-36,-2,43,44,-1,60,37,0,40,91,0,80,124,0,40,202,0,-5,343,462
14300,1,1,1,40,0,854,3063,0,3,3416,2,335,692,-1,106,333,-1,242,106,-1,133,240,0,-1,1673,7850
800,2,1,2,29,0,44,564,0,40,354,0,0,266,0,48,118,-1,17,47,-1,33,17,0,-2,182,1366
9700,2,1,2,31,-1,44,70,-1,257,43,-1,40,140,-1,40,40,-1,40,40,-1,8,40,0,-6,429,373
700,1,2,2,29,0,63,603,0,64,655,0,52,697,0,33,725,0,40,745,0,31,767,1,0,283,4192
11300,1,1,2,30,2,280,11140,0,0,11194,0,7594,0,-1,241,7594,0,243,7733,0,212,7710,1,1,8570,45371
4500,1,2,2,24,0,124,2974,0,127,2814,0,130,2872,0,108,2930,0,110,2966,0,133,3028,0,0,732,17584
7900,2,2,1,26,0,72,1889,0,64,1808,0,80,1438,0,100,1364,0,60,1395,0,60,1385,0,0,436,9279
8400,2,1,2,33,0,360,7300,0,320,7512,0,200,7609,0,200,5097,0,200,5189,0,200,5258,0,0,1480,37965
6000,1,2,1,41,0,280,5668,0,280,5793,0,240,5509,0,280,5602,0,201,5782,0,360,5349,0,0,1641,33703
3300,2,2,2,27,2,120,693,0,192,770,0,0,937,2,33,911,0,33,930,0,80,949,1,4,458,5190
1900,2,1,2,26,0,100,2027,0,160,1891,0,0,1800,2,48,1471,0,50,1218,0,52,1185,0,2,410,9592
1300,1,2,2,25,-2,36,108,-1,0,36,-1,1200,-63,-1,42,1137,0,95,1161,0,0,1236,0,-5,1373,3615
700,2,2,1,42,2,36,726,3,64,739,2,32,779,2,38,786,2,40,799,2,32,820,1,13,242,4649
2400,2,1,2,25,0,56,640,0,60,674,0,20,720,0,28,722,0,20,503,0,40,510,0,0,224,3769
1300,2,3,2,22,0,61,1327,0,61,1307,0,70,1289,0,48,1279,0,43,1238,0,48,1198,0,0,331,7638
900,2,1,2,24,0,63,767,0,68,757,0,63,734,0,40,733,0,40,750,0,40,773,0,0,314,4514
2500,2,1,2,23,0,220,2377,0,6,2534,2,60,2447,0,48,1162,0,60,1163,0,60,1092,0,2,454,10775
2900,1,1,2,33,0,0,1818,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-8,0,1818
1900,1,2,2,25,0,80,1407,0,200,1210,0,0,505,0,0,0,-2,0,0,-2,0,0,0,-4,280,3122
